images,label,size_kb,dimensions
./train/scratch/5725.jpg,scratch,219.617,"(1227, 920)"
./train/scratch/5728.jpg,scratch,81.789,"(869, 651)"
./train/scratch/5729.jpg,scratch,341.003,"(1495, 1121)"
./train/scratch/573.jpg,scratch,93.693,"(865, 648)"
./train/scratch/5730.jpg,scratch,160.374,"(1174, 880)"
./train/scratch/5731.jpg,scratch,182.824,"(1301, 975)"
./train/scratch/5733.jpg,scratch,112.167,"(1185, 888)"
./train/scratch/574.jpg,scratch,107.635,"(1232, 924)"
./train/scratch/5740.jpg,scratch,194.641,"(1136, 852)"
./train/scratch/5741.jpg,scratch,121.803,"(1351, 1013)"
./train/scratch/5742.jpg,scratch,185.452,"(1383, 1037)"
./train/scratch/5747.jpg,scratch,80.604,"(854, 640)"
./train/scratch/5749.jpg,scratch,167.387,"(1362, 1021)"
./train/scratch/575.jpg,scratch,154.362,"(890, 667)"
./train/scratch/5761.jpg,scratch,89.679,"(844, 633)"
./train/scratch/5762.jpg,scratch,103.744,"(1147, 860)"
./train/scratch/5764.jpg,scratch,93.28,"(1179, 884)"
./train/scratch/5766.jpg,scratch,54.534,"(878, 658)"
./train/scratch/5770.jpg,scratch,55.447,"(888, 666)"
./train/scratch/5779.jpg,scratch,88.562,"(1122, 841)"
./train/scratch/5782.jpg,scratch,94.706,"(829, 621)"
./train/scratch/5784.jpg,scratch,221.54,"(1439, 1079)"
./train/scratch/5785.jpg,scratch,104.003,"(1251, 938)"
./train/scratch/5789.jpg,scratch,76.774,"(855, 641)"
./train/scratch/5798.jpg,scratch,111.244,"(846, 634)"
./train/scratch/580.jpg,scratch,138.544,"(1462, 1096)"
./train/scratch/5801.jpg,scratch,119.271,"(1160, 870)"
./train/scratch/5803.jpg,scratch,97.229,"(887, 665)"
./train/scratch/5815.jpg,scratch,118.435,"(1213, 909)"
./train/scratch/5819.jpg,scratch,89.559,"(1232, 924)"
./train/scratch/5824.jpg,scratch,80.283,"(842, 631)"
./train/scratch/5827.jpg,scratch,70.843,"(801, 600)"
./train/scratch/5830.jpg,scratch,188.427,"(1288, 966)"
./train/scratch/584.jpg,scratch,125.243,"(811, 608)"
./train/scratch/5840.jpg,scratch,69.946,"(896, 672)"
./train/scratch/5844.jpg,scratch,58.346,"(847, 635)"
./train/scratch/5847.jpg,scratch,105.663,"(1234, 925)"
./train/scratch/5853.jpg,scratch,63.782,"(871, 653)"
./train/scratch/5854.jpg,scratch,114.268,"(1313, 984)"
./train/scratch/5862.jpg,scratch,248.276,"(1271, 953)"
./train/scratch/5865.jpg,scratch,84.025,"(1194, 895)"
./train/scratch/5866.jpg,scratch,308.942,"(1454, 1090)"
./train/scratch/587.jpg,scratch,114.701,"(1275, 956)"
./train/scratch/5870.jpg,scratch,178.326,"(1329, 996)"
./train/scratch/5871.jpg,scratch,60.604,"(836, 627)"
./train/scratch/5872.jpg,scratch,59.167,"(872, 654)"
./train/scratch/5876.jpg,scratch,155.29,"(1388, 1041)"
./train/scratch/5877.jpg,scratch,88.083,"(1119, 839)"
./train/scratch/5879.jpg,scratch,183.528,"(1370, 1027)"
./train/scratch/5883.jpg,scratch,66.161,"(800, 600)"
./train/scratch/5895.jpg,scratch,170.2,"(1366, 1024)"
./train/scratch/5896.jpg,scratch,316.904,"(1343, 1007)"
./train/scratch/5897.jpg,scratch,285.756,"(1491, 1118)"
./train/scratch/5899.jpg,scratch,178.44,"(1366, 1024)"
./train/scratch/590.jpg,scratch,109.654,"(863, 647)"
./train/scratch/5901.jpg,scratch,73.303,"(801, 600)"
./train/scratch/5904.jpg,scratch,133.96,"(1461, 1095)"
./train/scratch/591.jpg,scratch,84.789,"(895, 671)"
./train/scratch/5911.jpg,scratch,119.147,"(1348, 1011)"
./train/scratch/5916.jpg,scratch,276.091,"(1237, 927)"
./train/scratch/5917.jpg,scratch,119.483,"(844, 633)"
./train/scratch/5919.jpg,scratch,221.566,"(1192, 894)"
./train/scratch/5927.jpg,scratch,139.003,"(803, 602)"
./train/scratch/5928.jpg,scratch,61.183,"(882, 661)"
./train/scratch/593.jpg,scratch,319.171,"(1483, 1112)"
./train/scratch/5931.jpg,scratch,113.417,"(1133, 849)"
./train/scratch/5935.jpg,scratch,50.297,"(844, 633)"
./train/scratch/5938.jpg,scratch,105.636,"(1232, 924)"
./train/scratch/5940.jpg,scratch,71.685,"(868, 651)"
./train/scratch/5943.jpg,scratch,124.461,"(1209, 906)"
./train/scratch/5945.jpg,scratch,212.896,"(1123, 842)"
./train/scratch/5947.jpg,scratch,182.821,"(1103, 827)"
./train/scratch/5948.jpg,scratch,150.576,"(864, 648)"
./train/scratch/5949.jpg,scratch,174.399,"(1158, 868)"
./train/scratch/5950.jpg,scratch,139.119,"(1189, 891)"
./train/scratch/5953.jpg,scratch,134.022,"(1205, 903)"
./train/scratch/5960.jpg,scratch,234.994,"(1120, 840)"
./train/scratch/5969.jpg,scratch,100.866,"(863, 647)"
./train/scratch/5970.jpg,scratch,72.573,"(884, 663)"
./train/scratch/5972.jpg,scratch,62.583,"(835, 626)"
./train/scratch/5984.jpg,scratch,55.434,"(899, 674)"
./train/scratch/5985.jpg,scratch,119.291,"(898, 673)"
./train/scratch/5986.jpg,scratch,61.167,"(847, 635)"
./train/scratch/5988.jpg,scratch,82.647,"(805, 603)"
./train/scratch/5990.jpg,scratch,67.568,"(803, 602)"
./train/scratch/5991.jpg,scratch,118.322,"(1361, 1020)"
./train/scratch/5994.jpg,scratch,59.08,"(833, 624)"
./train/scratch/5995.jpg,scratch,122.069,"(1317, 987)"
./train/scratch/5997.jpg,scratch,47.666,"(849, 636)"
./train/scratch/6015.jpg,scratch,123.209,"(853, 639)"
./train/scratch/6017.jpg,scratch,346.513,"(1364, 1023)"
./train/scratch/6023.jpg,scratch,230.571,"(1331, 998)"
./train/scratch/6027.jpg,scratch,244.288,"(1390, 1042)"
./train/scratch/6030.jpg,scratch,64.984,"(847, 635)"
./train/scratch/6033.jpg,scratch,100.83,"(1204, 903)"
./train/scratch/6036.jpg,scratch,141.985,"(1456, 1092)"
./train/scratch/6039.jpg,scratch,136.775,"(1182, 886)"
./train/scratch/6041.jpg,scratch,52.133,"(836, 627)"
./train/scratch/6043.jpg,scratch,102.513,"(883, 662)"
./train/scratch/6049.jpg,scratch,63.964,"(812, 609)"
./train/scratch/6058.jpg,scratch,149.047,"(1434, 1075)"
./train/scratch/606.jpg,scratch,117.166,"(888, 666)"
./train/scratch/6066.jpg,scratch,56.641,"(871, 653)"
./train/scratch/6068.jpg,scratch,114.962,"(900, 675)"
./train/scratch/6069.jpg,scratch,121.75,"(1245, 933)"
./train/scratch/607.jpg,scratch,194.536,"(1418, 1063)"
./train/scratch/6076.jpg,scratch,125.22,"(1419, 1064)"
./train/scratch/6083.jpg,scratch,110.937,"(1287, 965)"
./train/scratch/6086.jpg,scratch,83.021,"(812, 609)"
./train/scratch/6091.jpg,scratch,105.835,"(877, 657)"
./train/scratch/6092.jpg,scratch,192.056,"(1449, 1086)"
./train/scratch/6093.jpg,scratch,85.7,"(858, 643)"
./train/scratch/6096.jpg,scratch,85.233,"(1137, 852)"
./train/scratch/6097.jpg,scratch,168.801,"(1413, 1059)"
./train/scratch/6099.jpg,scratch,300.507,"(1348, 1011)"
./train/scratch/61.jpg,scratch,101.773,"(866, 649)"
./train/scratch/610.jpg,scratch,67.025,"(817, 612)"
./train/scratch/6102.jpg,scratch,122.02,"(1271, 953)"
./train/scratch/6103.jpg,scratch,293.379,"(1480, 1110)"
./train/scratch/6104.jpg,scratch,72.135,"(824, 618)"
./train/scratch/6110.jpg,scratch,99.479,"(1252, 939)"
./train/scratch/6112.jpg,scratch,259.46,"(1112, 834)"
./train/scratch/6113.jpg,scratch,177.187,"(1444, 1083)"
./train/scratch/612.jpg,scratch,113.459,"(896, 672)"
./train/scratch/6120.jpg,scratch,124.674,"(1118, 838)"
./train/scratch/6124.jpg,scratch,162.041,"(1477, 1107)"
./train/scratch/6126.jpg,scratch,160.938,"(1321, 990)"
./train/scratch/6129.jpg,scratch,61.207,"(824, 618)"
./train/scratch/6133.jpg,scratch,143.188,"(892, 669)"
./train/scratch/6135.jpg,scratch,97.889,"(1252, 939)"
./train/scratch/6136.jpg,scratch,199.47,"(1481, 1110)"
./train/scratch/614.jpg,scratch,130.131,"(1202, 901)"
./train/scratch/6140.jpg,scratch,73.722,"(862, 646)"
./train/scratch/6143.jpg,scratch,101.02,"(1251, 938)"
./train/scratch/6146.jpg,scratch,367.827,"(1463, 1097)"
./train/scratch/6147.jpg,scratch,129.097,"(899, 674)"
./train/scratch/6149.jpg,scratch,96.684,"(1146, 859)"
./train/scratch/615.jpg,scratch,66.125,"(817, 612)"
./train/scratch/6150.jpg,scratch,109.706,"(1229, 921)"
./train/scratch/6165.jpg,scratch,82.086,"(1247, 935)"
./train/scratch/6169.jpg,scratch,82.381,"(817, 612)"
./train/scratch/617.jpg,scratch,157.187,"(1355, 1016)"
./train/scratch/6173.jpg,scratch,175.397,"(1361, 1020)"
./train/scratch/6176.jpg,scratch,47.508,"(848, 636)"
./train/scratch/6178.jpg,scratch,104.253,"(813, 609)"
./train/scratch/6181.jpg,scratch,76.759,"(896, 672)"
./train/scratch/6183.jpg,scratch,139.43,"(886, 664)"
./train/scratch/6186.jpg,scratch,165.278,"(1123, 842)"
./train/scratch/6189.jpg,scratch,89.854,"(817, 612)"
./train/scratch/6191.jpg,scratch,70.694,"(802, 601)"
./train/scratch/6192.jpg,scratch,91.393,"(899, 674)"
./train/scratch/6198.jpg,scratch,74.618,"(852, 639)"
./train/scratch/6199.jpg,scratch,140.984,"(843, 632)"
./train/scratch/6201.jpg,scratch,357.812,"(1485, 1113)"
./train/scratch/6203.jpg,scratch,139.03,"(1244, 933)"
./train/scratch/6212.jpg,scratch,138.177,"(1481, 1110)"
./train/scratch/6217.jpg,scratch,164.1,"(1118, 838)"
./train/scratch/6222.jpg,scratch,146.49,"(1411, 1058)"
./train/scratch/6234.jpg,scratch,243.386,"(1439, 1079)"
./train/scratch/6237.jpg,scratch,197.4,"(1335, 1001)"
./train/scratch/6238.jpg,scratch,63.9,"(863, 647)"
./train/scratch/6240.jpg,scratch,164.454,"(1412, 1059)"
./train/scratch/6257.jpg,scratch,112.388,"(1347, 1010)"
./train/scratch/6261.jpg,scratch,104.896,"(1138, 853)"
./train/scratch/6265.jpg,scratch,300.24,"(1391, 1043)"
./train/scratch/6273.jpg,scratch,89.075,"(891, 668)"
./train/scratch/6275.jpg,scratch,126.266,"(1217, 912)"
./train/scratch/6276.jpg,scratch,72.842,"(879, 659)"
./train/scratch/6279.jpg,scratch,54.571,"(879, 659)"
./train/scratch/628.jpg,scratch,111.09,"(858, 643)"
./train/scratch/6286.jpg,scratch,100.833,"(1178, 883)"
./train/scratch/6287.jpg,scratch,237.624,"(1342, 1006)"
./train/scratch/6289.jpg,scratch,106.424,"(853, 639)"
./train/scratch/6290.jpg,scratch,96.244,"(886, 664)"
./train/scratch/6293.jpg,scratch,71.32,"(800, 600)"
./train/scratch/6295.jpg,scratch,128.177,"(1141, 855)"
./train/scratch/6299.jpg,scratch,84.971,"(1311, 983)"
./train/scratch/63.jpg,scratch,88.309,"(810, 607)"
./train/scratch/6302.jpg,scratch,104.542,"(1349, 1011)"
./train/scratch/6303.jpg,scratch,66.571,"(897, 672)"
./train/scratch/6309.jpg,scratch,171.666,"(861, 645)"
./train/scratch/6311.jpg,scratch,117.81,"(1167, 875)"
./train/scratch/6320.jpg,scratch,110.01,"(1150, 862)"
./train/scratch/6322.jpg,scratch,69.563,"(867, 650)"
./train/scratch/6325.jpg,scratch,95.815,"(809, 606)"
./train/scratch/6331.jpg,scratch,214.111,"(1446, 1084)"
./train/scratch/6333.jpg,scratch,325.854,"(1393, 1044)"
./train/scratch/6345.jpg,scratch,85.357,"(874, 655)"
./train/scratch/6353.jpg,scratch,62.556,"(814, 610)"
./train/scratch/6357.jpg,scratch,287.56,"(1398, 1048)"
./train/scratch/636.jpg,scratch,114.926,"(1305, 978)"
./train/scratch/6364.jpg,scratch,285.953,"(1248, 936)"
./train/scratch/6365.jpg,scratch,60.736,"(843, 632)"
./train/scratch/6369.jpg,scratch,68.464,"(829, 621)"
./train/scratch/637.jpg,scratch,118.459,"(1307, 980)"
./train/scratch/6370.jpg,scratch,56.124,"(811, 608)"
./train/scratch/6377.jpg,scratch,58.402,"(894, 670)"
./train/scratch/6378.jpg,scratch,249.981,"(1204, 903)"
./train/scratch/6385.jpg,scratch,63.052,"(880, 660)"
./train/scratch/6392.jpg,scratch,99.969,"(812, 609)"
./train/scratch/6396.jpg,scratch,77.97,"(879, 659)"
./train/scratch/6398.jpg,scratch,78.968,"(879, 659)"
./train/scratch/640.jpg,scratch,62.708,"(856, 642)"
./train/scratch/6402.jpg,scratch,187.072,"(1488, 1116)"
./train/scratch/6409.jpg,scratch,92.707,"(1151, 863)"
./train/scratch/6414.jpg,scratch,123.967,"(1481, 1110)"
./train/scratch/6416.jpg,scratch,150.666,"(1199, 899)"
./train/scratch/6419.jpg,scratch,232.224,"(1209, 906)"
./train/scratch/642.jpg,scratch,110.143,"(1115, 836)"
./train/scratch/6420.jpg,scratch,56.006,"(806, 604)"
./train/scratch/6422.jpg,scratch,119.443,"(1189, 891)"
./train/scratch/643.jpg,scratch,117.794,"(1310, 982)"
./train/scratch/6431.jpg,scratch,88.281,"(846, 634)"
./train/scratch/6441.jpg,scratch,300.438,"(1362, 1021)"
./train/scratch/6448.jpg,scratch,161.729,"(1461, 1095)"
./train/scratch/6451.jpg,scratch,85.3,"(815, 611)"
./train/scratch/6462.jpg,scratch,144.771,"(894, 670)"
./train/scratch/6463.jpg,scratch,166.855,"(1137, 852)"
./train/scratch/6471.jpg,scratch,76.147,"(1146, 859)"
./train/scratch/6475.jpg,scratch,297.845,"(1455, 1091)"
./train/scratch/6478.jpg,scratch,94.443,"(1193, 894)"
./train/scratch/648.jpg,scratch,103.264,"(847, 635)"
./train/scratch/6486.jpg,scratch,75.746,"(825, 618)"
./train/scratch/6487.jpg,scratch,82.718,"(854, 640)"
./train/scratch/6493.jpg,scratch,163.645,"(1149, 861)"
./train/scratch/6496.jpg,scratch,137.774,"(1287, 965)"
./train/scratch/6504.jpg,scratch,112.059,"(1266, 949)"
./train/scratch/6507.jpg,scratch,95.939,"(854, 640)"
./train/scratch/6508.jpg,scratch,109.592,"(1360, 1020)"
./train/scratch/6512.jpg,scratch,159.493,"(1275, 956)"
./train/scratch/6516.jpg,scratch,85.165,"(870, 652)"
./train/scratch/6522.jpg,scratch,96.132,"(804, 603)"
./train/scratch/6526.jpg,scratch,182.251,"(1257, 942)"
./train/scratch/6527.jpg,scratch,190.131,"(1261, 945)"
./train/scratch/6529.jpg,scratch,59.452,"(840, 630)"
./train/scratch/6534.jpg,scratch,55.971,"(834, 625)"
./train/scratch/6536.jpg,scratch,125.248,"(856, 642)"
./train/scratch/6539.jpg,scratch,76.912,"(1169, 876)"
./train/scratch/654.jpg,scratch,196.457,"(1154, 865)"
./train/scratch/6540.jpg,scratch,68.285,"(848, 636)"
./train/scratch/6546.jpg,scratch,104.339,"(1435, 1076)"
./train/scratch/655.jpg,scratch,381.179,"(1395, 1046)"
./train/scratch/6553.jpg,scratch,142.034,"(899, 674)"
./train/scratch/6554.jpg,scratch,140.485,"(1436, 1077)"
./train/scratch/656.jpg,scratch,78.524,"(885, 663)"
./train/scratch/6562.jpg,scratch,97.894,"(879, 659)"
./train/scratch/6564.jpg,scratch,155.428,"(1387, 1040)"
./train/scratch/6565.jpg,scratch,47.648,"(859, 644)"
./train/scratch/6567.jpg,scratch,78.693,"(884, 663)"
./train/scratch/6569.jpg,scratch,70.028,"(899, 674)"
./train/scratch/657.jpg,scratch,59.132,"(845, 633)"
./train/scratch/6570.jpg,scratch,111.997,"(1341, 1005)"
./train/scratch/6578.jpg,scratch,178.413,"(1229, 921)"
./train/scratch/6584.jpg,scratch,85.879,"(1126, 844)"
./train/scratch/6588.jpg,scratch,69.026,"(836, 627)"
./train/scratch/6594.jpg,scratch,90.943,"(874, 655)"
./train/scratch/6600.jpg,scratch,72.171,"(880, 660)"
./train/scratch/6602.jpg,scratch,129.401,"(895, 671)"
./train/scratch/6615.jpg,scratch,68.518,"(820, 615)"
./train/scratch/6618.jpg,scratch,129.052,"(1365, 1023)"
./train/scratch/6619.jpg,scratch,69.519,"(851, 638)"
./train/scratch/6622.jpg,scratch,76.751,"(858, 643)"
./train/scratch/6629.jpg,scratch,135.032,"(1474, 1105)"
./train/scratch/6631.jpg,scratch,63.331,"(838, 628)"
./train/scratch/6634.jpg,scratch,86.941,"(803, 602)"
./train/scratch/6640.jpg,scratch,125.153,"(1426, 1069)"
./train/scratch/6641.jpg,scratch,93.55,"(890, 667)"
./train/scratch/6650.jpg,scratch,69.55,"(846, 634)"
./train/scratch/6654.jpg,scratch,67.877,"(885, 663)"
./train/scratch/6656.jpg,scratch,45.58,"(806, 604)"
./train/scratch/6661.jpg,scratch,204.611,"(1406, 1054)"
./train/scratch/6662.jpg,scratch,195.073,"(1122, 841)"
./train/scratch/6669.jpg,scratch,296.02,"(1295, 971)"
./train/scratch/6670.jpg,scratch,123.455,"(1136, 852)"
./train/scratch/6672.jpg,scratch,244.96,"(1470, 1102)"
./train/scratch/6675.jpg,scratch,179.054,"(1437, 1077)"
./train/scratch/6677.jpg,scratch,198.944,"(1492, 1119)"
./train/scratch/6679.jpg,scratch,277.289,"(1447, 1085)"
./train/scratch/6683.jpg,scratch,164.672,"(1137, 852)"
./train/scratch/6684.jpg,scratch,129.449,"(1411, 1058)"
./train/scratch/6687.jpg,scratch,148.981,"(869, 651)"
./train/scratch/669.jpg,scratch,269.955,"(1500, 1125)"
./train/scratch/670.jpg,scratch,192.869,"(1400, 1050)"
./train/scratch/6703.jpg,scratch,73.51,"(831, 623)"
./train/scratch/6704.jpg,scratch,161.029,"(1245, 933)"
./train/scratch/6705.jpg,scratch,65.611,"(848, 636)"
./train/scratch/6707.jpg,scratch,114.79,"(1198, 898)"
./train/scratch/671.jpg,scratch,285.282,"(1304, 978)"
./train/scratch/6710.jpg,scratch,106.186,"(1124, 843)"
./train/scratch/6711.jpg,scratch,112.734,"(1109, 831)"
./train/scratch/672.jpg,scratch,239.052,"(1462, 1096)"
./train/scratch/6721.jpg,scratch,129.242,"(1130, 847)"
./train/scratch/6722.jpg,scratch,362.881,"(1350, 1012)"
./train/scratch/6729.jpg,scratch,139.828,"(808, 606)"
./train/scratch/6733.jpg,scratch,99.273,"(873, 654)"
./train/scratch/6739.jpg,scratch,115.239,"(1218, 913)"
./train/scratch/6744.jpg,scratch,142.925,"(1318, 988)"
./train/scratch/6749.jpg,scratch,82.233,"(872, 654)"
./train/scratch/6750.jpg,scratch,118.466,"(893, 669)"
./train/scratch/6754.jpg,scratch,70.34,"(820, 615)"
./train/scratch/6755.jpg,scratch,109.152,"(1173, 879)"
./train/scratch/6759.jpg,scratch,114.28,"(1393, 1044)"
./train/scratch/676.jpg,scratch,133.115,"(1309, 981)"
./train/scratch/6762.jpg,scratch,50.777,"(832, 624)"
./train/scratch/6768.jpg,scratch,62.412,"(836, 627)"
./train/scratch/6770.jpg,scratch,135.876,"(804, 603)"
./train/scratch/6774.jpg,scratch,60.771,"(820, 615)"
./train/scratch/6775.jpg,scratch,218.41,"(1272, 954)"
./train/scratch/6776.jpg,scratch,79.688,"(809, 606)"
./train/scratch/6783.jpg,scratch,106.834,"(837, 627)"
./train/scratch/6785.jpg,scratch,174.341,"(1282, 961)"
./train/scratch/6786.jpg,scratch,63.452,"(878, 658)"
./train/scratch/6787.jpg,scratch,76.184,"(868, 651)"
./train/scratch/6788.jpg,scratch,102.694,"(881, 660)"
./train/scratch/6793.jpg,scratch,78.669,"(827, 620)"
./train/scratch/6797.jpg,scratch,242.107,"(1142, 856)"
./train/scratch/6799.jpg,scratch,88.104,"(876, 657)"
./train/scratch/6803.jpg,scratch,221.312,"(1481, 1110)"
./train/scratch/6811.jpg,scratch,263.819,"(1358, 1018)"
./train/scratch/6817.jpg,scratch,109.121,"(1246, 934)"
./train/scratch/6819.jpg,scratch,105.114,"(813, 609)"
./train/scratch/6821.jpg,scratch,400.932,"(1403, 1052)"
./train/scratch/6825.jpg,scratch,134.815,"(1118, 838)"
./train/scratch/6826.jpg,scratch,67.119,"(851, 638)"
./train/scratch/6829.jpg,scratch,212.804,"(1255, 941)"
./train/scratch/6831.jpg,scratch,62.534,"(801, 600)"
./train/scratch/6838.jpg,scratch,175.236,"(869, 651)"
./train/scratch/6842.jpg,scratch,113.273,"(816, 612)"
./train/scratch/6843.jpg,scratch,120.93,"(1325, 993)"
./train/scratch/6844.jpg,scratch,156.387,"(1410, 1057)"
./train/scratch/6845.jpg,scratch,148.242,"(1410, 1057)"
./train/scratch/6846.jpg,scratch,116.15,"(849, 636)"
./train/scratch/685.jpg,scratch,83.866,"(825, 618)"
./train/scratch/6857.jpg,scratch,132.324,"(866, 649)"
./train/scratch/6859.jpg,scratch,71.391,"(849, 636)"
./train/scratch/6863.jpg,scratch,73.596,"(887, 665)"
./train/scratch/6866.jpg,scratch,80.462,"(1303, 977)"
./train/scratch/6869.jpg,scratch,66.731,"(869, 651)"
./train/scratch/687.jpg,scratch,71.653,"(846, 634)"
./train/scratch/6874.jpg,scratch,104.675,"(877, 657)"
./train/scratch/6875.jpg,scratch,92.13,"(893, 669)"
./train/scratch/6881.jpg,scratch,422.167,"(1453, 1089)"
./train/scratch/6882.jpg,scratch,55.922,"(811, 608)"
./train/scratch/6887.jpg,scratch,110.218,"(1201, 900)"
./train/scratch/689.jpg,scratch,238.452,"(1413, 1059)"
./train/scratch/6890.jpg,scratch,74.133,"(897, 672)"
./train/scratch/6898.jpg,scratch,61.312,"(815, 611)"
./train/scratch/69.jpg,scratch,71.493,"(888, 666)"
./train/scratch/6903.jpg,scratch,159.508,"(1468, 1101)"
./train/scratch/6910.jpg,scratch,145.227,"(861, 645)"
./train/scratch/6912.jpg,scratch,114.735,"(1436, 1077)"
./train/scratch/6930.jpg,scratch,118.708,"(816, 612)"
./train/scratch/6936.jpg,scratch,83.577,"(803, 602)"
./train/scratch/694.jpg,scratch,193.438,"(1302, 976)"
./train/scratch/6943.jpg,scratch,81.207,"(885, 663)"
./train/scratch/6944.jpg,scratch,119.169,"(877, 657)"
./train/scratch/6945.jpg,scratch,67.944,"(890, 667)"
./train/scratch/6951.jpg,scratch,76.809,"(806, 604)"
./train/scratch/6952.jpg,scratch,62.553,"(895, 671)"
./train/scratch/6954.jpg,scratch,143.583,"(1160, 870)"
./train/scratch/6959.jpg,scratch,146.625,"(1444, 1083)"
./train/scratch/696.jpg,scratch,79.278,"(877, 657)"
./train/scratch/6960.jpg,scratch,115.671,"(1351, 1013)"
./train/scratch/6961.jpg,scratch,69.729,"(886, 664)"
./train/scratch/6966.jpg,scratch,101.698,"(1212, 909)"
./train/scratch/6969.jpg,scratch,65.547,"(820, 615)"
./train/scratch/697.jpg,scratch,72.309,"(828, 621)"
./train/scratch/6972.jpg,scratch,169.629,"(1348, 1011)"
./train/scratch/6973.jpg,scratch,41.998,"(819, 614)"
./train/scratch/6976.jpg,scratch,98.314,"(1442, 1081)"
./train/scratch/6982.jpg,scratch,50.693,"(865, 648)"
./train/scratch/6983.jpg,scratch,269.375,"(1425, 1068)"
./train/scratch/699.jpg,scratch,55.82,"(876, 657)"
./train/scratch/6996.jpg,scratch,61.173,"(859, 644)"
./train/scratch/6999.jpg,scratch,161.966,"(1185, 888)"
./train/scratch/700.jpg,scratch,83.923,"(858, 643)"
./train/scratch/7006.jpg,scratch,228.583,"(1248, 936)"
./train/scratch/7008.jpg,scratch,57.603,"(809, 606)"
./train/scratch/701.jpg,scratch,161.269,"(1312, 984)"
./train/scratch/7010.jpg,scratch,131.246,"(1327, 995)"
./train/scratch/7012.jpg,scratch,100.988,"(886, 664)"
./train/scratch/7019.jpg,scratch,112.793,"(815, 611)"
./train/scratch/702.jpg,scratch,181.295,"(1258, 943)"
./train/scratch/7020.jpg,scratch,68.542,"(878, 658)"
./train/scratch/7021.jpg,scratch,94.791,"(897, 672)"
./train/scratch/7024.jpg,scratch,99.093,"(896, 672)"
./train/scratch/7025.jpg,scratch,156.114,"(1484, 1113)"
./train/scratch/703.jpg,scratch,71.551,"(871, 653)"
./train/scratch/7035.jpg,scratch,112.844,"(1172, 879)"
./train/scratch/7043.jpg,scratch,91.15,"(1132, 849)"
./train/scratch/7045.jpg,scratch,65.565,"(882, 661)"
./train/scratch/7049.jpg,scratch,115.339,"(1230, 922)"
./train/scratch/705.jpg,scratch,133.322,"(1167, 875)"
./train/scratch/7052.jpg,scratch,122.892,"(1176, 882)"
./train/scratch/7053.jpg,scratch,60.548,"(869, 651)"
./train/scratch/7057.jpg,scratch,81.273,"(852, 639)"
./train/scratch/7058.jpg,scratch,196.385,"(1392, 1044)"
./train/scratch/706.jpg,scratch,98.396,"(862, 646)"
./train/scratch/7061.jpg,scratch,115.888,"(841, 630)"
./train/scratch/7067.jpg,scratch,112.06,"(1278, 958)"
./train/scratch/7072.jpg,scratch,64.821,"(857, 642)"
./train/scratch/7073.jpg,scratch,86.948,"(800, 600)"
./train/scratch/7077.jpg,scratch,240.001,"(1168, 876)"
./train/scratch/7088.jpg,scratch,211.721,"(1305, 978)"
./train/scratch/7090.jpg,scratch,103.205,"(896, 672)"
./train/scratch/7094.jpg,scratch,130.65,"(869, 651)"
./train/scratch/7097.jpg,scratch,403.992,"(1324, 993)"
./train/scratch/71.jpg,scratch,75.906,"(806, 604)"
./train/scratch/7101.jpg,scratch,66.981,"(829, 621)"
./train/scratch/7102.jpg,scratch,349.308,"(1485, 1113)"
./train/scratch/711.jpg,scratch,200.449,"(1385, 1038)"
./train/scratch/7113.jpg,scratch,157.874,"(1264, 948)"
./train/scratch/7114.jpg,scratch,82.919,"(835, 626)"
./train/scratch/7117.jpg,scratch,136.512,"(1156, 867)"
./train/scratch/712.jpg,scratch,80.017,"(894, 670)"
./train/scratch/7124.jpg,scratch,113.717,"(1219, 914)"
./train/scratch/7129.jpg,scratch,77.771,"(863, 647)"
./train/scratch/7136.jpg,scratch,91.972,"(900, 675)"
./train/scratch/7145.jpg,scratch,63.42,"(830, 622)"
./train/scratch/7148.jpg,scratch,70.024,"(868, 651)"
./train/scratch/7149.jpg,scratch,93.795,"(1125, 843)"
./train/scratch/7150.jpg,scratch,217.854,"(1394, 1045)"
./train/scratch/7157.jpg,scratch,210.204,"(1383, 1037)"
./train/scratch/7159.jpg,scratch,99.703,"(884, 663)"
./train/scratch/7162.jpg,scratch,71.86,"(874, 655)"
./train/scratch/7166.jpg,scratch,83.941,"(836, 627)"
./train/scratch/7174.jpg,scratch,92.511,"(858, 643)"
./train/scratch/7177.jpg,scratch,87.212,"(821, 615)"
./train/scratch/7178.jpg,scratch,134.915,"(1153, 864)"
./train/scratch/7181.jpg,scratch,75.24,"(852, 639)"
./train/scratch/7183.jpg,scratch,111.562,"(896, 672)"
./train/scratch/7186.jpg,scratch,99.165,"(838, 628)"
./train/scratch/7189.jpg,scratch,323.211,"(1248, 936)"
./train/scratch/7190.jpg,scratch,107.113,"(1118, 838)"
./train/scratch/7199.jpg,scratch,80.307,"(844, 633)"
./train/scratch/7200.jpg,scratch,361.612,"(1356, 1017)"
./train/scratch/721.jpg,scratch,282.207,"(1344, 1008)"
./train/scratch/724.jpg,scratch,143.952,"(1131, 848)"
./train/scratch/726.jpg,scratch,204.513,"(1239, 929)"
./train/scratch/727.jpg,scratch,149.122,"(1319, 989)"
./train/scratch/734.jpg,scratch,146.987,"(1229, 921)"
./train/scratch/751.jpg,scratch,67.899,"(877, 657)"
